PubId,PubName,PubGroupId,PubGroupName
8876,Webshots~Payment 3041,412,Banner Generic
8882,Webshots~UK 3189,412,Banner Generic
8883,Webshots~UK 3190,412,Banner Generic
10618,WeddingChannel~UK 3189,412,Banner Generic
10619,WeddingChannel~UK 3190,412,Banner Generic
9622,Whitepages~UK 3189,412,Banner Generic
9623,Whitepages~UK 3190,412,Banner Generic
10163,Winstar~UK 3189,412,Banner Generic
10164,Winstar~UK 3190,412,Banner Generic
9394,Worldnet Daily~UK 3189,412,Banner Generic
9395,Worldnet Daily~UK 3190,412,Banner Generic
6353,XactMail Network~UK 3189,412,Banner Generic
6354,XactMail Network~UK 3190,412,Banner Generic
8195,YAHOO~Autos 1041,412,Banner Generic
8200,YAHOO~Dynamic 3209,412,Banner Generic
8207,YAHOO~Travel 1037,412,Banner Generic
8209,YAHOO~travel 1040,412,Banner Generic
9165,Yellow Pages~UK 3189,412,Banner Generic
9166,Yellow Pages~UK 3190,412,Banner Generic
6892,Ziff Davis Media~UK 3189,412,Banner Generic
6893,Ziff Davis Media~UK 3190,412,Banner Generic
8320,Zillow~UK 3189,412,Banner Generic
8321,Zillow~UK 3190,412,Banner Generic
11039,clickzmedia~UK 3189,412,Banner Generic
11040,clickzmedia~UK 3190,412,Banner Generic
10275,cnhi~UK 3189,412,Banner Generic
10276,cnhi~UK 3190,412,Banner Generic
7555,contextweb~UK 3189,412,Banner Generic
7556,contextweb~UK 3190,412,Banner Generic
7777,eDiets~Mortgage 1003,412,Banner Generic
7785,eDiets~UK 3189,412,Banner Generic
7786,eDiets~UK 3190,412,Banner Generic
11385,hi5~UK 3189,412,Banner Generic
11386,hi5~UK 3190,412,Banner Generic
10984,kontera~UK 3189,412,Banner Generic
10985,kontera~UK 3190,412,Banner Generic
7105,msn~Education 1038,412,Banner Generic
7106,msn~Education 1039,412,Banner Generic
7107,msn~Email 3084,412,Banner Generic
7114,msn~Mortgage 1003,412,Banner Generic
7112,msn~Mortgage 1031,412,Banner Generic
7117,msn~Product 3020,412,Banner Generic
7122,msn~UK 3189,412,Banner Generic
7123,msn~UK 3190,412,Banner Generic
8000,newsok.com~Email 3084,412,Banner Generic
8015,newsok.com~UK 3189,412,Banner Generic
8016,newsok.com~UK 3190,412,Banner Generic
6778,specificmedia~UK 3189,412,Banner Generic
6779,specificmedia~UK 3190,412,Banner Generic
10924,zango~UK 3189,412,Banner Generic
10925,zango~UK 3190,412,Banner Generic
12089,United Online EDU Banners,313,United Online Banners
12091,AOL~Dynamic 3233,412,Banner Generic
12096,AOL~Dynamic 3232,412,Banner Generic
12198,Adknowledge~Dynamic 3235,366,Adknowledge (email)
12287,MSN~Dynamic 3233,412,Banner Generic
12345,Exitexchange~Dynamic 3235,412,Banner Generic
12509,New York Times~Dynamic 3232,412,Banner Generic
12847,YAHOO~Dynamic 3233,412,Banner Generic
12849,YAHOO~Dynamic 3235,412,Banner Generic
12861,Oberon~Dynamic 3233,412,Banner Generic
13020,Webshots~Dynamic 3232,412,Banner Generic
13022,Realtytrac~Dynamic 3233,412,Banner Generic
13023,Realtytrac~Dynamic 3234,412,Banner Generic
13024,Realtytrac~Dynamic 3235,412,Banner Generic
13183,Myspace~Dynamic 3233,412,Banner Generic
13188,Myspace~Dynamic 3232,412,Banner Generic
13253,Weather.com~Dynamic 3233,412,Banner Generic
13256,Weather.com~Dynamic 3236,412,Banner Generic
13257,Weather.com~Dynamic 3237,412,Banner Generic
13258,Weather.com~Dynamic 3232,412,Banner Generic
13259,Weather.com~Dynamic 3231,412,Banner Generic
13296,Weatherbug~Dynamic 3234,412,Banner Generic
13297,Weatherbug~Dynamic 3235,412,Banner Generic
13298,Weatherbug~Dynamic 3236,412,Banner Generic
13301,Weatherbug~Dynamic 3231,412,Banner Generic
13365,Advertising.com~Dynamic 3233,412,Banner Generic
13370,Advertising.com~Dynamic 3232,412,Banner Generic
13374,Monster~Dynamic 3235,412,Banner Generic
13375,Monster~Dynamic 3236,412,Banner Generic
13377,Monster~Dynamic 3232,412,Banner Generic
13378,Monster~Dynamic 3231,412,Banner Generic
13452,True Credit~Dynamic 3236,412,Banner Generic
13661,United Online~Dynamic 3235,412,Banner Generic
13662,United Online~Dynamic 3236,412,Banner Generic
13663,United Online~Dynamic 3237,412,Banner Generic
13664,United Online~Dynamic 3232,412,Banner Generic
13665,United Online~Dynamic 3231,412,Banner Generic
13573,Ebay.com~Dynamic 3232,412,Banner Generic
12292,MSN~Dynamic 3232,412,Banner Generic
13372,Monster~Dynamic 3233,412,Banner Generic
13373,Monster~Dynamic 3234,412,Banner Generic
13376,Monster~Dynamic 3237,412,Banner Generic
12504,New York Times~Dynamic 3233,412,Banner Generic
13028,Realtytrac~Dynamic 3231,412,Banner Generic
13027,Realtytrac~Dynamic 3232,412,Banner Generic
13025,Realtytrac~Dynamic 3236,412,Banner Generic
13026,Realtytrac~Dynamic 3237,412,Banner Generic
13659,United Online~Dynamic 3233,412,Banner Generic
13660,United Online~Dynamic 3234,412,Banner Generic
13254,Weather.com~Dynamic 3234,412,Banner Generic
13255,Weather.com~Dynamic 3235,412,Banner Generic
13300,Weatherbug~Dynamic 3232,412,Banner Generic
13295,Weatherbug~Dynamic 3233,412,Banner Generic
13299,Weatherbug~Dynamic 3237,412,Banner Generic
12852,YAHOO~Dynamic 3232,412,Banner Generic
50809,kaibft,390,Affiliates
13839,Tradedubbler~Mortgage 1003,412,Banner Generic
13847,Tradedubbler~UK 3189,412,Banner Generic
13848,Tradedubbler~UK 3190,412,Banner Generic
13850,related search us,557,Organic Search Other
13851,related search uk,557,Organic Search Other
13852,related search fr,557,Organic Search Other
13853,related search de,557,Organic Search Other
50810,mygifttoday,390,Affiliates
13854,Student Loan Cross Sell,363,others
13855,Education Cross Sell,363,others
13856,ggs product de,551,Google DE
13857,ggs product fr,550,Google FR
50811,poetrybox,390,Affiliates
50812,blessbuy,390,Affiliates
50813,repocarauction,390,Affiliates
50814,TechToysForLess,390,Affiliates
50815,Mims!,390,Affiliates
50816,tagged,390,Affiliates
50817,voyt06,390,Affiliates
50818,hpostik,390,Affiliates
50819,whun450,390,Affiliates
50820,nextagshop,390,Affiliates
50821,deysom.com,390,Affiliates
50822,PankajSaharia,390,Affiliates
50823,seasonsent,390,Affiliates
50824,animeondvd,390,Affiliates
50825,AppliancesWorld,390,Affiliates
50826,printpal01,390,Affiliates
50827,bluefreak,390,Affiliates
50828,bizdevweb,390,Affiliates
50830,cube216,390,Affiliates
50831,Pyrinex,390,Affiliates
50832,FortPatriot,390,Affiliates
50833,kirksshop,390,Affiliates
50834,Eleazar,390,Affiliates
50835,AlisaChagnon,390,Affiliates
50836,store_corner,390,Affiliates
50837,mick535,390,Affiliates
50838,twisted,390,Affiliates
50839,millertime711,390,Affiliates
50840,markwarrick,390,Affiliates
50841,ddcorcoran,390,Affiliates
50842,DianneMcMahon,390,Affiliates
50843,Sol of Miami,390,Affiliates
50844,Knash,390,Affiliates
50845,lewilcox,390,Affiliates
50846,anisil,390,Affiliates
50847,primebatteries,390,Affiliates
50848,cims,390,Affiliates
50849,Coconutz Online,390,Affiliates
50850,dolaffiliate,390,Affiliates
50851,will360,390,Affiliates
50852,dubie1051,390,Affiliates
50853,edwardherman,390,Affiliates
50854,Patkumar05,390,Affiliates
50855,knowledgelink,390,Affiliates
50856,Jeff,390,Affiliates
50857,darronbynum,390,Affiliates
50858,user2339592,390,Affiliates
50859,greatgiftstore,390,Affiliates
50861,jcscrogham3182,390,Affiliates
50862,DiscerningTaste,390,Affiliates
50863,baatman74,390,Affiliates
50864,keeca-20,390,Affiliates
50865,ellen66,390,Affiliates
50866,mjo98294,390,Affiliates
50867,NorthCASales,390,Affiliates
50868,cheyanna,390,Affiliates
50869,Tagster,390,Affiliates
50870,ellen1966,390,Affiliates
50871,digitech21,390,Affiliates
50872,billsypher,390,Affiliates
50873,sharpsyn,390,Affiliates
50874,slm2000,390,Affiliates
50875,kaimi78,390,Affiliates
50876,socalsaver,390,Affiliates
50877,andrewvan1,390,Affiliates
50878,damianpryor,390,Affiliates
50879,NHoekstra,390,Affiliates
50880,Misterbarstool,390,Affiliates
50881,quatzxxx,390,Affiliates
50882,jschultz,390,Affiliates
50883,rikemner,390,Affiliates
50885,trininge,390,Affiliates
50889,jeffrose,390,Affiliates
50892,dtiberio,390,Affiliates
50894,chevynet,390,Affiliates
50896,michaelpmccoy,390,Affiliates
50897,Michael1971,390,Affiliates
50898,tyinquarter,390,Affiliates
50900,ray_59330,390,Affiliates
50901,KellyEnterprise,390,Affiliates
50902,Apuma,390,Affiliates
50903,SaveMore,390,Affiliates
50904,robinlf07,390,Affiliates
50905,barginslinger,390,Affiliates
50906,KoolFind,390,Affiliates
50907,beluxe,390,Affiliates
50908,lanpham,390,Affiliates
50909,solutionsoft,390,Affiliates
50910,GoodDealStreet,390,Affiliates
50911,youpostdeals,390,Affiliates
50912,Jello_3151205,390,Affiliates
50913,fyddouniforms,390,Affiliates
50914,Robert2_3143566,390,Affiliates
50915,brihar73,390,Affiliates
50916,rexray02,390,Affiliates
50917,Mono Machines,390,Affiliates
50918,Vascocapital,390,Affiliates
50919,wdycus,390,Affiliates
50920,violinerstring,390,Affiliates
50921,mickeydee,390,Affiliates
50922,reflect99,390,Affiliates
50923,ericlivio,390,Affiliates
50924,pnnetbuy,390,Affiliates
50925,Lolo and Friends,390,Affiliates
50926,electronicdepot,390,Affiliates
50927,bacardi12,390,Affiliates
50928,pboehm,390,Affiliates
50929,Twisted Metals,390,Affiliates
50930,enterto,390,Affiliates
50931,bidch,390,Affiliates
50932,dickens42,390,Affiliates
50933,Chiefpick,390,Affiliates
50934,gmdavis62,390,Affiliates
50935,eddiep20,390,Affiliates
50936,wnterhawk,390,Affiliates
50937,ianbravo,390,Affiliates
50938,webbestprice,390,Affiliates
50939,imOutlet.com,390,Affiliates
50940,lvhaney,390,Affiliates
50941,bytecash,390,Affiliates
50942,ehsmurray,390,Affiliates
50943,Judy1968,390,Affiliates
50944,rkfragrances,390,Affiliates
50945,Rocket32,390,Affiliates
50946,Blue Willow,390,Affiliates
50947,searchus,390,Affiliates
50948,amygluch,390,Affiliates
50949,wegoplaces,390,Affiliates
50950,HomeAvCables,390,Affiliates
50951,mycity,390,Affiliates
50952,rick1960,390,Affiliates
50953,celebrityowned,390,Affiliates
50954,Dynamic Leather,390,Affiliates
50955,maria56,390,Affiliates
50956,quepasa_3206558,390,Affiliates
50957,adpost,390,Affiliates
50958,elliotdayton,390,Affiliates
50959,cdwebmall,390,Affiliates
50960,thegunstore,390,Affiliates
50961,aspiredeals,390,Affiliates
50962,ndillon,390,Affiliates
50963,37inc,390,Affiliates
50964,vadkan,390,Affiliates
50965,Affiliate202,390,Affiliates
50966,PapaBigBear,390,Affiliates
50967,dodulo,390,Affiliates
50968,user3052725,390,Affiliates
50969,peternguyen007,390,Affiliates
50970,TheInfoPond,390,Affiliates
50971,monster313,390,Affiliates
50972,enobytes,390,Affiliates
50973,ZEVARA.com,390,Affiliates
50974,gsawiris,390,Affiliates
50975,babygohome,390,Affiliates
13964,Tradedubbler~Mortgage 3271,412,Banner Generic
13963,YAHOO~Mortgage 3271,412,Banner Generic
50976,Gregg1009,390,Affiliates
50977,mslake,390,Affiliates
50978,ajpdistributors,390,Affiliates
50979,susieshott,390,Affiliates
14651,Local.com~Education 1038,412,Banner Generic
14658,Local.com~Mortgage 1031,412,Banner Generic
14669,Local.com~UK 3189,412,Banner Generic
14725,Move.com~Dynamic 3232,412,Banner Generic
14720,Move.com~Dynamic 3233,412,Banner Generic
14734,Move.com~Mortgage 1031,412,Banner Generic
15032,IMEEM~Education 1038,412,Banner Generic
15039,IMEEM~Mortgage 1031,412,Banner Generic
15040,IMEEM~Mortgage 3169,412,Banner Generic
15072,Silverpop Mortgage Recapture Email,513,Unclassified (email)
15076,GOOGLE~Education 1003 CPA,559,Google Banner US
15073,GOOGLE~Education 1038 CPA,559,Google Banner US
15074,GOOGLE~Education 1039 CPA,559,Google Banner US
15077,GOOGLE~Mortgage 1003 CPA,559,Google Banner US
15075,GOOGLE~Mortgage 1031 CPA,559,Google Banner US
15079,yahoo creditcard exact,2,Yahoo US
15078,gg creditcard broad,6,Google US
15099,"CNNMoney.com - Time, Inc.~Education 1038",412,Banner Generic
15108,"CNNMoney.com - Time, Inc.~Mortgage 1003",412,Banner Generic
15106,"CNNMoney.com - Time, Inc.~Mortgage 1031",412,Banner Generic
15287,VerizonSAF~Dynamic 3232,412,Banner Generic
15282,VerizonSAF~Dynamic 3233,412,Banner Generic
15289,VerizonSAF~Education 1038,412,Banner Generic
15296,VerizonSAF~Mortgage 1031,412,Banner Generic
15297,VerizonSAF~Mortgage 3169,412,Banner Generic
15081,gg prod de exact,551,Google DE
50987,All Kids Stuff,390,Affiliates
50984,nexty1000,390,Affiliates
17000,tmp.DigitalMoses~Education 1038,412,Banner Generic
15080,msn creditcard,337,MSN Search US
17896,tmp.Drive_PM~AutoIns 1035,412,Banner Generic
15071,Facebook,363,others
18921,gg hotel exact,6,Google US
18922,gg edu exact,6,Google US
19016,Nextag Realestate~Education 1038,412,Banner Generic
19023,Nextag Realestate~Mortgage 1031,412,Banner Generic
19029,Nextag Realestate~Product 3020,412,Banner Generic
19038,gg creditcard content,6,Google US
15014,Mortgage Articles,557,Organic Search Other
15386,noref homepage,253,Organic
19042,noref homepage DE,253,Organic
19043,noref homepage FR,253,Organic
19040,noref homepage UK,253,Organic
19039,noref homepage calibex,253,Organic
19041,noref homepage ukcalibex,253,Organic
19044,AOL~Credit 3371,412,Banner Generic
19249,Allah Computer~Credit 3372,412,Banner Generic
19616,True Credit~Credit 3371,412,Banner Generic
19617,True Credit~Credit 3372,412,Banner Generic
19351,YAHOO~Credit 3372,412,Banner Generic
20308,gg creditcard exact,6,Google US
20309,gg tech calibex broad,6,Google US
20350,"Bankrate, Inc~Auto 1036",412,Banner Generic
20362,"Bankrate, Inc~Dynamic 3233",412,Banner Generic
20369,"Bankrate, Inc~Education 1038",412,Banner Generic
20370,"Bankrate, Inc~Education 1039",412,Banner Generic
20373,"Bankrate, Inc~Home 1043",412,Banner Generic
20378,"Bankrate, Inc~Mortgage 1003",412,Banner Generic
20376,"Bankrate, Inc~Mortgage 1031",412,Banner Generic
20489,Snagajob.com~Education 1038,412,Banner Generic
20569,IGN Entertainment~Education 1038,412,Banner Generic
20576,IGN Entertainment~Mortgage 1031,412,Banner Generic
19037,gg prod de content,551,Google DE
21031,yahoo tech exact,2,Yahoo US
21032,yahoo edu exact,2,Yahoo US
5032,gg cloth exact,6,Google US
21033,gg content,6,Google US
21093,FOXNews.com~Education 1038,412,Banner Generic
21094,FOXNews.com~Education 1039,412,Banner Generic
21102,FOXNews.com~Mortgage 1003,412,Banner Generic
21100,FOXNews.com~Mortgage 1031,412,Banner Generic
21114,yahoo prod de exact,555,Yahoo DE
4055,ask hotel calibex,343,AskJeeves
21361,nutrition4skin~Calibex 3046,412,Banner Generic
20990,KDG,363,others
21195,NexTag Internal App,363,others
21559,Malawa Usa Properties LLC~BusDev-Edu 3107,412,Banner Generic
21597,yahoo hg calibex exact,2,Yahoo US
21598,yahoo tech calibex exact,2,Yahoo US
21599,yahoo nontech exact,2,Yahoo US
21601,yahoo cloth exact,2,Yahoo US
21602,yahoo cloth calibex exact,2,Yahoo US
21604,ask edu ron,343,AskJeeves
21885,yahoo mort calibex exact,2,Yahoo US
21886,yahoo mort exact,2,Yahoo US
21888,yahoo hotel calibex exact,2,Yahoo US
21889,yahoo hotel exact,2,Yahoo US
21892,yahoo hotel uk exact,131,Yahoo UK
21603,ask mort ron,343,AskJeeves
21897,gg mort phrase,6,Google US
21893,gg tech phrase,6,Google US
21894,gg hg phrase,6,Google US
21898,gg hotel phrase,6,Google US
21978,Terra Networks~Spanish 3108,412,Banner Generic
21900,gg prod uk exact,132,Google UK
21902,gg prod uk phrase,132,Google UK
21901,gg hotel uk exact,132,Google UK
21903,gg hotel uk phrase,132,Google UK
22170,ValueClick Media~Mortgage 1031,412,Banner Generic
22184,yahoo airfare exact,2,Yahoo US
22186,gg airfare phrase,6,Google US
22185,gg airfare exact,6,Google US
22187,yahoo mort uk exact,131,Yahoo UK
22189,gg mort uk phrase,132,Google UK
22188,gg mort exact uk,132,Google UK
21596,yahoo hg exact,2,Yahoo US
21600,yahoo nontech calibex exact,2,Yahoo US
22289,WhitePages.com~Education 1038,412,Banner Generic
22296,WhitePages.com~Mortgage 1031,412,Banner Generic
21891,yahoo prod uk exact,131,Yahoo UK
21895,gg nontech phrase,6,Google US
21887,yahoo edu calibex exact,2,Yahoo US
22465,JohnTurgeon~Travel 1037,412,Banner Generic
21890,yahoo prod uk calibex exact,131,Yahoo UK
22510,amazon tech,363,others
21899,gg edu phrase,6,Google US
22831,aol pn edu cpa,125,AOL Banners
22832,aol pn mort cpa,125,AOL Banners
22913,ad.com edu cpa,292,Advertising.com Banners
22914,ad.com mort cpa,125,AOL Banners
51135,testing,390,Affiliates
23035,ink prod hg,7,Inktomi US
23036,ink prod cloth,7,Inktomi US
23039,ink prod ss cloth,7,Inktomi US
23038,ink prod tech,7,Inktomi US
23040,ink prod ss hg,7,Inktomi US
23037,ink prod nontech,7,Inktomi US
23456,GBS USA~Dynamic 3236,412,Banner Generic
23507,Monster MediaWorks~Mortgage 1031,412,Banner Generic
23882,yahoo autoins exact,2,Yahoo US
23883,gg autoins exact,6,Google US
23884,msn mort calibex content,337,MSN Search US
23885,msn mort content,337,MSN Search US
23945,Cox Internet~Education 1038,412,Banner Generic
23952,Cox Internet~Mortgage 1031,412,Banner Generic
23983,Road Runner Online~Dynamic 3232,412,Banner Generic
23978,Road Runner Online~Dynamic 3233,412,Banner Generic
23985,Road Runner Online~Education 1038,412,Banner Generic
23986,Road Runner Online~Education 1039,412,Banner Generic
23994,Road Runner Online~Mortgage 1003,412,Banner Generic
23992,Road Runner Online~Mortgage 1031,412,Banner Generic
24232,True Credit~Autos 3391,412,Banner Generic
24145,YAHOO~Autos 3391,412,Banner Generic
24552,yahoo cars exact,2,Yahoo US
24553,gg cars exact,6,Google US
24554,gg cars phrase,6,Google US
24721,YAHOO~Autos Text,84,Yahoo Banners
25052,gg airfare content,6,Google US
24586,Travel Fare Alert,253,Organic
25056,gg gadget,6,Google US
23801,google free credit card,410,Organic Search Google
25660,sendori tech,363,others
25704,sendori nto,363,others
25999,tmp.qinter~BusDev-Edu 3107,412,Banner Generic
25702,sendori hg,363,others
25703,sendori cloth,363,others
26183,enhance prodshop,363,others
26429,EDU recapture,363,others
26528,ink prod de,579,Inktomi DE
26728,Washingtontimes.com~Education 1038,412,Banner Generic
26735,Washingtontimes.com~Mortgage 1031,412,Banner Generic
26908,google banner default,559,Google Banner US
27041,Incisive Media~UK 3189,412,Banner Generic
27074,Moneyfacts~Mortgage 3271,412,Banner Generic
27082,Moneyfacts~UK 3189,412,Banner Generic
27183,goto air calibex broad,2,Yahoo US
27184,goto air calibex exact,2,Yahoo US
27280,Allrecipes.com~Education 1038,412,Banner Generic
27281,Allrecipes.com~Education 1039,412,Banner Generic
27355,Social Project~Dynamic 3233,412,Banner Generic
27362,Social Project~Education 1038,412,Banner Generic
27369,Social Project~Mortgage 1031,412,Banner Generic
27501,Scott Maize~Education 1038,412,Banner Generic
27566,aol gg tech broad,6,Google US
28075,Chezamour.Com~Calibex 3046,412,Banner Generic
27185,msn air calibex broad,337,MSN Search US
27186,msn air calibex exact,337,MSN Search US
28299,gg hg de exact,551,Google DE
28298,yahoo hg de exact,555,Yahoo DE
28316,ink prod tech de,579,Inktomi DE
28885,Jupitermedia Corporation~Education 1038,412,Banner Generic
28886,Jupitermedia Corporation~Education 1039,412,Banner Generic
28894,Jupitermedia Corporation~Mortgage 1003,412,Banner Generic
28892,Jupitermedia Corporation~Mortgage 1031,412,Banner Generic
29114,gg hg de content,551,Google DE
29335,gg cloth de exact,551,Google DE
29336,gg cloth de content,551,Google DE
29337,yahoo cloth de exact,555,Yahoo DE
29597,hgh~Home 3085,412,Banner Generic
29698,gg nextag terms exact,6,Google US
29699,gg nextag terms broad,6,Google US
29700,gg nextag terms phrase,6,Google US
29701,gg nextag terms content,6,Google US
29712,yahoo nextag terms exact,2,Yahoo US
29713,yahoo nextag terms broad,2,Yahoo US
29711,gg cars content,6,Google US
29716,msn nextag terms,337,MSN Search US
29491,yahoo air uk exact,131,Yahoo UK
29494,msn air uk broad,391,MSN Search UK
29984,Great Consumer Deals~UK 3190,412,Banner Generic
30018,"MediaWhiz Holdings, Inc.~Education 1038",412,Banner Generic
30019,"MediaWhiz Holdings, Inc.~Education 1039",412,Banner Generic
30108,Trafficmarketplace.com~Education 1038,412,Banner Generic
30115,Trafficmarketplace.com~Mortgage 1031,412,Banner Generic
29492,yahoo air uk broad,131,Yahoo UK
29489,gg air uk exact,132,Google UK
29490,gg air uk broad,132,Google UK
30464,na na,363,others
30844,Traffic Cones 4 Less~Dynamic 3235,412,Banner Generic
30808,Underdog Media~Education 1038,412,Banner Generic
30932,Facebook~Education 1039,719,facebook
