PubId,PubName,PubGroupId,PubGroupName
62485,yahooit-search,842,Yahoo Syndication ITA
355960,facebook books,719,facebook
62501,SierraTP,390,Affiliates
62503,almfly,390,Affiliates
62505,zipbuyit,390,Affiliates
62507,pauloso,390,Affiliates
62509,ezclickshopping,390,Affiliates
62512,maverickguy,390,Affiliates
59344,supplycabin,390,Affiliates
59361,Arik1982,390,Affiliates
59481,myreee,390,Affiliates
59544,camsrt,390,Affiliates
59561,rsbombard,390,Affiliates
59641,emassey,390,Affiliates
59841,schandra81,390,Affiliates
59842,fcapozzi35,390,Affiliates
59882,adsminder,390,Affiliates
59961,kglgames,390,Affiliates
59982,dirtandmartinis,390,Affiliates
60824,twayne71,390,Affiliates
60001,HollywoodToday,390,Affiliates
60041,elfster,390,Affiliates
47914,YAHOO~Dynamic 3530,412,Banner Generic
60062,walkerc,390,Affiliates
60161,maryrosie,390,Affiliates
60165,countertopsinsd,390,Affiliates
60201,CarbonPig,390,Affiliates
60241,steeltrap,390,Affiliates
60302,misteeze,390,Affiliates
60303,ExclusiveTaxi,390,Affiliates
62722,ShoppingSearch,390,Affiliates
62724,TopHall,390,Affiliates
62726,miller1313,390,Affiliates
62745,David13,390,Affiliates
62741,jbjgroup,390,Affiliates
356042,twitter promoted cloth,845,Twitter Promoted US
62762,findthebest,390,Affiliates
62781,bluescreen,390,Affiliates
62802,mrblonde,390,Affiliates
62805,justonecookbook,390,Affiliates
62821,Rosa perfumes,390,Affiliates
62824,Bontel,390,Affiliates
62826,brianlima,390,Affiliates
62828,mozstore,390,Affiliates
62841,kennyj_5021193,390,Affiliates
62844,Lazerrick,390,Affiliates
62846,Eagle Eye Gifts,390,Affiliates
62848,Reevoo,390,Affiliates
62881,ZeeGoogle,390,Affiliates
62883,enseetjin,390,Affiliates
62885,kbcleaning,390,Affiliates
62901,CarnivalKicks,390,Affiliates
62903,thetoyspy,390,Affiliates
62905,greg1313,390,Affiliates
356060,home page auto redirect to uk organic search,253,Organic
44624,Advertising.com~Auto 3511,412,Banner Generic
62925,toddreum-bathtowels,390,Affiliates
62927,toddreum-cosmetics.net,390,Affiliates
62935,toddreum-disnutsupplements,390,Affiliates
62938,toddreum-fscproducts,390,Affiliates
62929,toddreum-healthsupplements,390,Affiliates
62924,toddreum-livestock,390,Affiliates
62934,toddreum-nutsupplements,390,Affiliates
62930,toddreum-supplements,390,Affiliates
62931,toddreum-vitsupplements,390,Affiliates
62962,shopire-,390,Affiliates
62961,amysally,390,Affiliates
62982,Panasonicmassagers,390,Affiliates
62984,ibklutzy,390,Affiliates
62986,thampyjohn,390,Affiliates
63001,kpwaterfield,390,Affiliates
63024,tdowell,390,Affiliates
356080,google free - home page auto redirect to uk,410,Organic Search Google
356120,nextag in-house retargeting UK,412,Banner Generic
61781,tcphen,390,Affiliates
61801,getdotcom,390,Affiliates
61881,tibesti,390,Affiliates
61903,LilyannePlus,390,Affiliates
62247,oriewinter,390,Affiliates
61941,shirtsdotcom,390,Affiliates
61965,baagii,390,Affiliates
62040,si_sandeep,390,Affiliates
62064,jeremyhcobb,390,Affiliates
62063,niana,390,Affiliates
62181,lemongrass1,390,Affiliates
62102,Jenniffer71,390,Affiliates
62127,vairriess11,390,Affiliates
62183,rncaba,390,Affiliates
45462,"Bankrate, Inc~Auto 3511",412,Banner Generic
63075,huntingturf,390,Affiliates
63077,willieclayton,390,Affiliates
63079,telavate,390,Affiliates
63081,blushbridge,390,Affiliates
63067,largelifestyle,390,Affiliates
63084,funtomakeawebsi,390,Affiliates
63086,yahoofr-mailmnw,390,Affiliates
63085,yahoouk-mailmnw,390,Affiliates
63091,ethanoneal,390,Affiliates
356130,twitter syndication,253,Organic
63094,estorerunner,390,Affiliates
63096,NYSMNetwork,390,Affiliates
63099,rachelg1215,390,Affiliates
63101,KenBaker69,390,Affiliates
63103,fossil96,390,Affiliates
63105,min33,390,Affiliates
63107,Demien,390,Affiliates
63109,Canadarob,390,Affiliates
63112,CourtneySwan,390,Affiliates
354218,gg nontech tablet exact,6,Google US
63115,Elitetravelguideshop,390,Affiliates
63117,Georgio Gifts,390,Affiliates
63119,blakkboy1,390,Affiliates
63122,kimihaw,390,Affiliates
63124,geddia,390,Affiliates
63126,eshopping7,390,Affiliates
63128,HealthyOne,390,Affiliates
63131,OnlineTea,390,Affiliates
63133,EddiePlourde,390,Affiliates
63136,hissposs,390,Affiliates
63138,bloosky,390,Affiliates
63140,Icourt,390,Affiliates
63142,jerreye,390,Affiliates
63144,Stratham,390,Affiliates
63146,Tomharvey,390,Affiliates
63148,chetwood,390,Affiliates
63151,homebizconcepts,390,Affiliates
63130,castlewood,390,Affiliates
63154,bernatch,390,Affiliates
63156,godsgals,390,Affiliates
63165,PC Medics 911,390,Affiliates
63167,Into The Wilderness,390,Affiliates
63169,lily1987513,390,Affiliates
63158,oscarnexbuyer,390,Affiliates
63160,beanstalkmall,390,Affiliates
63162,wikiseer,390,Affiliates
63164,Jcharman,390,Affiliates
62583,yahoofrmb,840,Yahoo Syndication FR
62585,yahooesmb,843,Yahoo Syndication ES
62587,calibex2mb,390,Affiliates
62602,nbstreet,390,Affiliates
62621,mulchkin,390,Affiliates
62624,jerrylu0522,390,Affiliates
62642,dihazzahid,390,Affiliates
62644,lotusb34,390,Affiliates
62662,HEINZ12,390,Affiliates
62684,hfuassembly,390,Affiliates
62682,CoryNielsen,390,Affiliates
62701,cbxau,390,Affiliates
356161,bing seo gstg de mobile,819,Guenstiger SEO
63390,Katrina_5070862,390,Affiliates
63389,afftest23,390,Affiliates
63392,TestAD109,390,Affiliates
63187,shades1,390,Affiliates
63189,hijohn2,390,Affiliates
63191,modelsandmoguls,390,Affiliates
63193,sebastionscott,390,Affiliates
63195,mdanoi,390,Affiliates
63197,jcn4357,390,Affiliates
63200,clearanze,390,Affiliates
63202,Abacus London,390,Affiliates
63204,quadragold,390,Affiliates
63206,willlone,390,Affiliates
63208,randydwiggins,390,Affiliates
63210,jmalliance,390,Affiliates
63213,catric,390,Affiliates
63215,techvan,390,Affiliates
63217,gillencheryl,390,Affiliates
63219,riskyleader,390,Affiliates
63221,zargoni,390,Affiliates
63223,natalee0226,390,Affiliates
63234,DouglasMoulton,390,Affiliates
63231,daniel70,390,Affiliates
63229,springbreak,390,Affiliates
63227,peterbru,390,Affiliates
63225,qcreek,390,Affiliates
63236,DIYMA,390,Affiliates
63238,AffiliateWise,390,Affiliates
63241,bunnyfit,390,Affiliates
63242,neatgear,390,Affiliates
63245,lowrite,390,Affiliates
63252,nexxtcables,390,Affiliates
63254,everbrightjm,390,Affiliates
63256,tcw026,390,Affiliates
63249,artbysuzi,390,Affiliates
63251,ddonerson,390,Affiliates
63258,lynn1791,390,Affiliates
63260,ec54321,390,Affiliates
63262,cottmanolathe,390,Affiliates
63264,dave55q,390,Affiliates
63267,olindgallet,390,Affiliates
63269,einfal,390,Affiliates
63281,collegelinkage,390,Affiliates
63284,randyp58,390,Affiliates
63283,richvipshoes,390,Affiliates
63272,hcinfo,390,Affiliates
63274,vsavagellc,390,Affiliates
63277,tonylabillois,390,Affiliates
63279,onlineeducentre,390,Affiliates
63286,dsorgen,390,Affiliates
63288,arbuz,390,Affiliates
63290,jgshwandtner,390,Affiliates
63294,vswrks,390,Affiliates
356140,gg category targeting fr,759,Google Banner FR
356123,gg nextag stores pla,6,Google US
63068,musthavelist,390,Affiliates
63070,jrinlow,390,Affiliates
63072,vitalyg,390,Affiliates
63480,rikuman007,390,Affiliates
63482,techwhiz42,390,Affiliates
63486,eliya210,390,Affiliates
63488,ViequesNews,390,Affiliates
63490,davey97,390,Affiliates
63492,inbal007,390,Affiliates
63494,idyouco,390,Affiliates
63496,joinphotography,390,Affiliates
63497,stegmasterj,390,Affiliates
63501,karenlovedan,390,Affiliates
63506,kb4571148,390,Affiliates
63507,jasonblom,390,Affiliates
63510,Sterling12,390,Affiliates
63512,juhutch,390,Affiliates
63514,ckelly8158,390,Affiliates
356186,pinterest,412,Banner Generic
356190,yahoo prod nl broad,649,Yahoo NL
63517,cogo_labs,390,Affiliates
63298,taggify,390,Affiliates
63300,vegetarianwealt,390,Affiliates
63303,nicmitchell,390,Affiliates
63305,justinw,390,Affiliates
63307,dougster62,390,Affiliates
63309,fayaf-,390,Affiliates
63311,bnbmartin,390,Affiliates
63313,findmyring,390,Affiliates
63316,Galaxy Gold,390,Affiliates
63318,billeaters,390,Affiliates
63320,dannyfromny,390,Affiliates
63322,P212,390,Affiliates
63324,dalrymple75075,390,Affiliates
63326,Sevan,390,Affiliates
356146,gg tech deals test broad,6,Google US
356155,gg cloth deals test broad,6,Google US
63335,JenniferThomas,390,Affiliates
63337,thomasmac3,390,Affiliates
63339,superblak,390,Affiliates
63341,mhatrade,390,Affiliates
63343,craigboehman,390,Affiliates
63345,Prakit,390,Affiliates
63348,goquest,390,Affiliates
63350,clevergamer,390,Affiliates
63352,a1stopmall,390,Affiliates
63354,spikesaffiliate,390,Affiliates
63356,SuperTekPlus,390,Affiliates
63358,ecomojacar,390,Affiliates
63361,EricZheng,390,Affiliates
63363,wtd1,390,Affiliates
63333,hmunezero,390,Affiliates
63364,themindofmoney,390,Affiliates
63366,bradpotts,390,Affiliates
63368,fansnap,390,Affiliates
63371,CELISSA,390,Affiliates
63373,mspstarkes,390,Affiliates
63375,JPrescottHines,390,Affiliates
63377,BaZZoDEE,390,Affiliates
63379,Chubstr,390,Affiliates
63381,Big Planet Books,390,Affiliates
63383,chriswenz,390,Affiliates
356221,FanSnap Affiliate - damntheradio,865,FanSnap Affiliates/Cobrands
356228,FanSnap Affiliate - kwiktik.com,865,FanSnap Affiliates/Cobrands
356254,FanSnap Affiliate - tickco,865,FanSnap Affiliates/Cobrands
356211,FanSnap Affiliate - www.fanfeedr.com,865,FanSnap Affiliates/Cobrands
356255,FanSnap Amazon ClickRiver,871,FanSnap SEM - Other
356240,FanSnap Cobrands - LiveNation,865,FanSnap Affiliates/Cobrands
356251,FanSnap Cobrands - Pollstar,865,FanSnap Affiliates/Cobrands
356225,FanSnap Craigslist sharing test,867,FanSnap Direct
356265,FanSnap Direct - Referred,867,FanSnap Direct
356197,FanSnap Event Ticket Expert - Mike Messmore,865,FanSnap Affiliates/Cobrands
356288,FanSnap Happen.At,865,FanSnap Affiliates/Cobrands
356213,FanSnap Marketing Promotions (paid),867,FanSnap Direct
356294,FanSnap MySpace,865,FanSnap Affiliates/Cobrands
356290,FanSnap SEO - Bing,873,FanSnap SEO - Bing
356286,FanSnap SEO - Other,875,FanSnap SEO - Other
356282,FanSnap Tour Volume,865,FanSnap Affiliates/Cobrands
356229,FanSnap cpm - yahoo rightscale,866,FanSnap Banner
356257,FanSnap noref events page,867,FanSnap Direct
356274,FanSnap noref unknown,867,FanSnap Direct
356285,FanSnap sem google,870,FanSnap SEM - Google
356295,FanSnap sem msn,868,FanSnap SEM - Bing
356289,FanSnap sem yahoo,872,FanSnap SEM - Yahoo
356279,FanSnap seo facebook,875,FanSnap SEO - Other
356243,FanSnap seo google (branded),874,FanSnap SEO - Google
356247,FanSnap seo yahoo (branded),876,FanSnap SEO - Yahoo
356244,FanSnap sharing on delicious,867,FanSnap Direct
356248,FanSnap sharing on facebook,867,FanSnap Direct
356230,FanSnap sharing on stumbleupon,867,FanSnap Direct
356269,FanSnap unknown internal,867,FanSnap Direct
63395,afftest26,390,Affiliates
63397,testad_newflow9,390,Affiliates
63399,daphtest16,390,Affiliates
63401,engitek,390,Affiliates
63403,testavnidas1,390,Affiliates
63405,Nephews BBQ Sauce,390,Affiliates
63409,daphtest164,390,Affiliates
63410,test_mr_5071884,390,Affiliates
356179,gg fansnap terms broad,6,Google US
356182,msn fansnap terms broad,337,MSN Search US
63413,Findgood,390,Affiliates
63415,testblargh,390,Affiliates
63417,mhdhn,390,Affiliates
63419,paciocco1,390,Affiliates
63422,thesuperslim,390,Affiliates
63424,livefeng,390,Affiliates
63426,pmichael,390,Affiliates
63428,CyberPowerDepot.COM,390,Affiliates
63430,dealbert,390,Affiliates
63439,Jutera,390,Affiliates
63442,elbala,390,Affiliates
63452,Lwcraig,390,Affiliates
63456,KayakerDad,390,Affiliates
63458,CouponzSavings,390,Affiliates
63462,TheOrderGirl,390,Affiliates
63465,workshire012,390,Affiliates
63470,DCausby,390,Affiliates
63472,leonhughes,390,Affiliates
63476,NearlyNothing,390,Affiliates
63478,StanleyOrton,390,Affiliates
63687,wftest,390,Affiliates
63565,robertburdo,390,Affiliates
63567,Seccosquared,390,Affiliates
63568,greenstructures,390,Affiliates
63570,fiyahfly,390,Affiliates
63572,ronfam,390,Affiliates
63574,kaizenify,390,Affiliates
63576,USMOBILYSTORE,390,Affiliates
356304,nextag lion window-phone - Germany,659,Organic Mobile - Mobile Apps
356306,nextag lion window-phone - Australia,659,Organic Mobile - Mobile Apps
356309,nextag lion window-phone - UK,659,Organic Mobile - Mobile Apps
63577,astec1,390,Affiliates
63579,dealsucker,390,Affiliates
63582,ADasP,390,Affiliates
63583,PhAff5282880,390,Affiliates
356311,yahoo banner default,84,Yahoo Banners
63587,Afterimage,390,Affiliates
63589,ars0102,390,Affiliates
63592,haircarebeauty,390,Affiliates
356312,nextag seller widget - thedigitaloasis 4750092,390,Affiliates
63594,Ashley26,390,Affiliates
356321,gg dyps retarget au,885,Google Banner AU
356324,MSN dyps backup,335,MSN Banners
63600,edaily,390,Affiliates
63602,boberle,390,Affiliates
63604,JesseBorden,390,Affiliates
63607,CausesPlus,390,Affiliates
63610,ipamau,390,Affiliates
63611,NavjotSingh,390,Affiliates
63613,RitaBar,390,Affiliates
63615,CynthiaCano,390,Affiliates
356328,yahoo dyps rmx fr,887,Yahoo Banner FR
356332,email to long ago visitors,739,Email Marketing
63619,SimpleTeam,390,Affiliates
63536,drjon0214,390,Affiliates
63538,dealsyoulike,390,Affiliates
63540,wgsyuzhe,390,Affiliates
63543,carl863,390,Affiliates
63545,grassfed,390,Affiliates
356199,FanSnap Affiliate - Bay Area on the Cheap,865,FanSnap Affiliates/Cobrands
356250,FanSnap Affiliate - Buzztap,865,FanSnap Affiliates/Cobrands
356194,FanSnap Affiliate - David Broyles (tvdance.com),865,FanSnap Affiliates/Cobrands
356245,FanSnap Affiliate - FanRates,865,FanSnap Affiliates/Cobrands
356222,FanSnap Affiliate - FenwayNation,865,FanSnap Affiliates/Cobrands
356231,FanSnap Affiliate - Happen.At,865,FanSnap Affiliates/Cobrands
356232,FanSnap Affiliate - IgglesBlog,865,FanSnap Affiliates/Cobrands
356260,FanSnap Affiliate - Imeem,865,FanSnap Affiliates/Cobrands
356204,FanSnap Affiliate - Lozzal - WeCreate,865,FanSnap Affiliates/Cobrands
356196,FanSnap Affiliate - Mobiral - Joseph Nardone,865,FanSnap Affiliates/Cobrands
356236,FanSnap Affiliate - ParkWhiz,865,FanSnap Affiliates/Cobrands
356217,FanSnap Affiliate - Paul Jelicich,865,FanSnap Affiliates/Cobrands
356223,FanSnap Affiliate - Prompter.com,865,FanSnap Affiliates/Cobrands
356201,FanSnap Affiliate - Right Field Bleachers,865,FanSnap Affiliates/Cobrands
356253,FanSnap Affiliate - Shazam,865,FanSnap Affiliates/Cobrands
356218,FanSnap Affiliate - TicketNetwork,865,FanSnap Affiliates/Cobrands
356224,FanSnap Affiliate - Tour Volume,865,FanSnap Affiliates/Cobrands
356239,FanSnap Affiliate - Widgetbox,865,FanSnap Affiliates/Cobrands
356234,FanSnap Affiliate - Yarkbarker,865,FanSnap Affiliates/Cobrands
44788,MSN~Auto 3511,412,Banner Generic
63701,Ladamez,390,Affiliates
63704,giveable,390,Affiliates
63705,emonyeka,390,Affiliates
356378,rmx backup sojern,496,RightMedia Banners
63707,mikeibuys,390,Affiliates
63709,FactualLA,390,Affiliates
63710,weightgain,390,Affiliates
356382,audiencescience dyps rmx us,84,Yahoo Banners
63715,compareman,390,Affiliates
63717,Syafrudin,390,Affiliates
63719,powersel,390,Affiliates
63740,Choices,390,Affiliates
63761,stbmax,390,Affiliates
63800,abe11,390,Affiliates
63821,HomeJelly,390,Affiliates
63841,valuethisaccoun,390,Affiliates
63880,fake_fakerson,390,Affiliates
63900,dan_is_awesome,390,Affiliates
356447,msn wc wayfair broad,337,MSN Search US
356466,mediamath dyps fr,905,MediaMath FR
356484,msn guenstiger terms broad,553,MSN Search DE
64000,alienelliz,390,Affiliates
64040,InstantSearch,390,Affiliates
64060,mcarroll25,390,Affiliates
63626,axelmktg,390,Affiliates
63628,twolfjr,390,Affiliates
63630,techdeals,390,Affiliates
63632,devman44,390,Affiliates
63633,imninjas,390,Affiliates
356338,invite media dyps backup de,891,Invite Media DE
356343,think realtime,970,Think Realtime
63638,deescover,390,Affiliates
63639,sagisol,390,Affiliates
63641,taclevenger,390,Affiliates
63642,NewsWeekDaily-ProductCoBrand,390,Affiliates
63646,Dsave,390,Affiliates
63647,paypersocial-,390,Affiliates
356350,invite media double click dyps us backup,889,Invite Media US
63650,merajugaad,390,Affiliates
63652,Enayat7895123,390,Affiliates
63655,StuntPlanet,390,Affiliates
63656,dervieno,390,Affiliates
63659,mecaper123,390,Affiliates
63661,couponcocktail,390,Affiliates
63662,awdata,390,Affiliates
63664,natashafix,390,Affiliates
63666,alan1987,390,Affiliates
63668,attic4fester,390,Affiliates
63671,EvelynGrazini,390,Affiliates
63672,mercadodireto,390,Affiliates
63673,skylerj,390,Affiliates
63677,ZDpcmag-computershopper,390,Affiliates
356359,msn prod de broad,553,MSN Search DE
63678,anindyag,390,Affiliates
63680,golfladies,390,Affiliates
63682,Booly,390,Affiliates
63683,GTsyndApi,390,Affiliates
63685,harora,390,Affiliates
64377,ironlilyllc,390,Affiliates
64378,wayfareinc,390,Affiliates
64379,medikkum,390,Affiliates
356762,gg wc opensky generic page broad,6,Google US
64381,Qmee,390,Affiliates
64383,laurjax,390,Affiliates
64386,Imran_Zafar,390,Affiliates
64388,HMD19,390,Affiliates
356772,gg nextravel dsa,6,Google US
64397,Yottamaster,390,Affiliates
64398,terribreeze,390,Affiliates
64401,TestRohit,390,Affiliates
64402,HameedPanjwani,390,Affiliates
64403,Jimbo05,390,Affiliates
64405,PhillipDavis,390,Affiliates
356774,twitter organic,253,Organic
64409,yahoouk-carousellp,390,Affiliates
64411,maluuba2,390,Affiliates
64414,DanN28,390,Affiliates
64416,ezycat,390,Affiliates
64223,Rackettec,390,Affiliates
64225,dima316-,390,Affiliates
64227,nsayne17,390,Affiliates
64228,zoostoressilho,390,Affiliates
356585,mediamath banner jp default,909,MediaMath JP
64240,roughoutline,390,Affiliates
64241,davidb_256,390,Affiliates
64244,davidleetong,390,Affiliates
64245,giftfind,390,Affiliates
64247,LanceCL,390,Affiliates
354223,msn tech calibex exact umt,337,MSN Search US
64252,ihopenpray,390,Affiliates
64254,RRCobrand,390,Affiliates
64256,GeoQpons,390,Affiliates
64259,Singkin,390,Affiliates
356664,invite media dyps jp,908,Invite Media JP
64263,ElizabethLaHa,390,Affiliates
64265,mypricedeals-,390,Affiliates
64267,dlanl,390,Affiliates
64269,utahseopros,390,Affiliates
64272,Ioudif,390,Affiliates
64274,InfinitiMedia,390,Affiliates
64276,hosole,390,Affiliates
64278,kuluey-,390,Affiliates
64281,prubuy,390,Affiliates
64282,douome2,390,Affiliates
356684,facebook mobile,719,facebook
64287,Drambiz,390,Affiliates
64289,pricequotes1,390,Affiliates
64291,Americansoccer,390,Affiliates
64293,lentzeria,390,Affiliates
64295,atom64,390,Affiliates
356372,rmx retarget sojern,84,Yahoo Banners
63692,dzikroman,390,Affiliates
63694,bmcoll3278,390,Affiliates
63696,eliteproduct,390,Affiliates
63698,nextag_deg_aff,390,Affiliates
63699,NegriElectronic,390,Affiliates
64716,comparprix-,390,Affiliates
64734,pricemachineus4-NoRef,390,Affiliates
48473,DOUBLECLICK~Dynamic 3529,412,Banner Generic
64736,oemama-,390,Affiliates
64741,Thalut,390,Affiliates
64740,setra-,390,Affiliates
64743,masratno,390,Affiliates
64745,nanyang,390,Affiliates
64747,tonkza11,390,Affiliates
64753,TjiuSIongCen,390,Affiliates
356795,msn wc 4mdmedical exact,337,MSN Search US
64422,applevidreviews,390,Affiliates
64431,Comparedmall-,390,Affiliates
64434,Usappliancepric,390,Affiliates
64430,comparedshopper-,390,Affiliates
64428,comparedus-,390,Affiliates
64433,multinationalsh-,390,Affiliates
64453,jmeriaux_123,390,Affiliates
64474,bizow,390,Affiliates
64476,frestigrin,390,Affiliates
64493,discount_office,390,Affiliates
64496,Gadimarket,390,Affiliates
64498,nordberg30,390,Affiliates
64500,proflowers_mm,390,Affiliates
64502,Jewel44,390,Affiliates
64513,asiaidea-,390,Affiliates
64515,pro_flowers,390,Affiliates
64534,ClairesMM,390,Affiliates
64553,furorco,390,Affiliates
64555,thecalya,390,Affiliates
64574,jslattery,390,Affiliates
64576,StripeKing,390,Affiliates
64578,tnt1500,390,Affiliates
356857,wc 4mdstores default,253,Organic
64594,iampick,390,Affiliates
64596,buylevel4,390,Affiliates
64598,dpinfouk,390,Affiliates
64601,kanthamohan,390,Affiliates
64603,hsmith825,390,Affiliates
64614,MordyBerko,390,Affiliates
64616,Threadsence,390,Affiliates
64621,anindyag-everydaytraveller,390,Affiliates
64620,anindyag-musiclookaround,390,Affiliates
64622,SaveMoneyUK,390,Affiliates
356898,gg nto pmn content,6,Google US
64310,rspringhetti,390,Affiliates
64312,yudhis97,390,Affiliates
64313,ShopAtHome303,390,Affiliates
64336,SmartNet53,390,Affiliates
64337,ellencj,390,Affiliates
64353,nextlent-,390,Affiliates
64354,ShomariWest,390,Affiliates
64355,skeletonkeys,390,Affiliates
64357,infinitymed,390,Affiliates
64359,francesca82,390,Affiliates
64361,Exelentia,390,Affiliates
64373,Jobp,390,Affiliates
64375,mdmedical,390,Affiliates
357012,facebook custom audience similar,719,facebook
64793,IrnasStore,390,Affiliates
64795,goerwan-,390,Affiliates
64798,anwaric20,390,Affiliates
64800,enchise12,390,Affiliates
64802,decorstuff,390,Affiliates
64803,whiteinc,390,Affiliates
64806,oktava,390,Affiliates
64809,asiaidea999-,390,Affiliates
357032,noref homepage pricemachine,253,Organic
64813,imankbj,390,Affiliates
64816,adink,390,Affiliates
64819,fahmi32,390,Affiliates
64820,jeekribo-,390,Affiliates
64822,thebesthandy,390,Affiliates
64824,alejandrofoung-headfi,390,Affiliates
64826,ianthie,390,Affiliates
64827,yudapratama,390,Affiliates
64830,markayi,390,Affiliates
64832,febi,390,Affiliates
64835,nextagyes,390,Affiliates
64837,baim09-,390,Affiliates
64853,docstrike,390,Affiliates
64854,dan112,390,Affiliates
64857,Mamay123,390,Affiliates
64860,adrianto22,390,Affiliates
64862,zoelm,390,Affiliates
64864,piere,390,Affiliates
64866,austinkayak,390,Affiliates
64868,inisip,390,Affiliates
64870,agungwe,390,Affiliates
357054,gg wc psm prod de content,821,Google Guenstiger
64872,mdeg_mobile,390,Affiliates
64874,IPAMPSMUS,390,Affiliates
64877,mpsmde,390,Affiliates
64879,NetworkOne,390,Affiliates
64881,cafla,390,Affiliates
64883,rafiqa,390,Affiliates
64885,tanti11,390,Affiliates
64627,pricemachineus4,363,others
64629,rocketcomic,390,Affiliates
64631,findstuffwh,390,Affiliates
64634,vaughtvision,390,Affiliates
64636,consortia,390,Affiliates
64654,zshare,390,Affiliates
64656,global_nextag,390,Affiliates
64673,mpsmus,390,Affiliates
64674,westsincere,390,Affiliates
64677,vincomsvg,390,Affiliates
64679,Xymob,390,Affiliates
356954,gg tech wize smartphone content,6,Google US
356887,gg tech pmn broad,6,Google US
356975,pricemachine android tablet,659,Organic Mobile - Mobile Apps
356977,pricemachine ipad,659,Organic Mobile - Mobile Apps
356897,gg cloth pmn content,6,Google US
64685,ZDpcmag-ugo,390,Affiliates
64694,Integrate,390,Affiliates
64714,pricemachineus4-norefHome,253,Organic
64907,abhilate13,390,Affiliates
64909,yuswanto,390,Affiliates
64912,fajardwi,390,Affiliates
64915,sale2b,390,Affiliates
64917,indramayu,390,Affiliates
64918,madcies-,390,Affiliates
64920,NCORTESI,390,Affiliates
64922,adindaima,390,Affiliates
64925,razaky,390,Affiliates
357093,gg pmn term exact,6,Google US
64929,afaizal,390,Affiliates
64931,ajip,390,Affiliates
64934,dorockdoc,390,Affiliates
64935,shoppingsherloc,390,Affiliates
357097,pricemachine android tablet - getjar store,659,Organic Mobile - Mobile Apps
64939,cacad,390,Affiliates
64940,eddiegustaf,390,Affiliates
64942,rakabitor,390,Affiliates
64956,MPSM,390,Affiliates
64957,getnow,390,Affiliates
64959,Integrate-premium,390,Affiliates
357113,Pricemachine Android P2,659,Organic Mobile - Mobile Apps
357115,Pricemachine Android P4,659,Organic Mobile - Mobile Apps
357117,Pricemachine Android P6,659,Organic Mobile - Mobile Apps
357120,Pricemachine Android P9,659,Organic Mobile - Mobile Apps
357122,Pricemachine Android P11,659,Organic Mobile - Mobile Apps
357124,Pricemachine Android P13,659,Organic Mobile - Mobile Apps
357126,Pricemachine Android P15,659,Organic Mobile - Mobile Apps
357128,Pricemachine Android P17,659,Organic Mobile - Mobile Apps
357130,Pricemachine Android P19,659,Organic Mobile - Mobile Apps
64960,chachajarvh,390,Affiliates
64962,allofpurses888,390,Affiliates
357134,price alert psm,739,Email Marketing
64967,azizicom,390,Affiliates
64968,rohitt3,390,Affiliates
64970,rendyadityasugi,390,Affiliates
64974,sudartoomy28888-,390,Affiliates
64975,heceheme,390,Affiliates
64977,akomahse,390,Affiliates
64979,successprofit,390,Affiliates
64980,tonyhsieh999,390,Affiliates
64984,stardomains,390,Affiliates
64986,nayaka,390,Affiliates
64762,arulizme-,390,Affiliates
64764,Heriqu85,390,Affiliates
64766,agcku-,390,Affiliates
64767,fedroza,390,Affiliates
64768,odienk,390,Affiliates
64771,asizzudd,390,Affiliates
64773,febriblog,390,Affiliates
64781,ruspandi,390,Affiliates
64778,Idrusb,390,Affiliates
64777,imanda,390,Affiliates
64783,Hariyono,390,Affiliates
64785,hasmil,390,Affiliates
64789,faithhut-,390,Affiliates
64790,bayuyulianto,390,Affiliates
44942,YAHOO~Auto 3511,412,Banner Generic
65114,wize_overstock,390,Affiliates
357298,gg tech gadget,6,Google US
357301,gg cloth gadget,6,Google US
357303,gg hg calibex gadget,6,Google US
357305,gg cloth calibex gadget,6,Google US
357310,gg tech wize gadget,6,Google US
357312,gg nto wize gadget,6,Google US
65117,Davidsions1,390,Affiliates
65119,ApplianceShopp,390,Affiliates
46341,gg prod de lang broad,551,Google DE
65122,Altura,390,Affiliates
357338,facebook prod jp newsfeed,910,Facebook JP
65125,golfclubwizard,390,Affiliates
65133,KC36,390,Affiliates
357358,msn wc austinkayak exact,337,MSN Search US
65155,CountryClub,390,Affiliates
65156,BISHOP123,390,Affiliates
65173,Dbay,390,Affiliates
65193,doggydeals,390,Affiliates
65195,aamtos,390,Affiliates
65197,rikyjoe,390,Affiliates
65198,mygold-,390,Affiliates
357377,gg appshop term broad,6,Google US
357381,msn appshop term broad,337,MSN Search US
65200,prafangga,390,Affiliates
65213,s1ma,390,Affiliates
64989,Jonnahs,390,Affiliates
64990,tommyganoz2-,390,Affiliates
357162,msn wc hg wize broad,337,MSN Search US
64994,atika-,390,Affiliates
64996,nuraini-,390,Affiliates
357177,invite media retarget pricemachine backup,889,Invite Media US
357181,twitter tech,845,Twitter Promoted US
64997,inpersnet,390,Affiliates
64999,agusright,390,Affiliates
65001,user127,390,Affiliates
65003,wahyujogja,390,Affiliates
65005,cepotzon,390,Affiliates
65007,asmodeus888,390,Affiliates
65008,evonet,390,Affiliates
65012,Fahmeidi,390,Affiliates
357212,gg retarget 4mdmedical,559,Google Banner US
65015,blitzoom,390,Affiliates
65017,agus_sopian,390,Affiliates
65033,ahmadblogger,390,Affiliates
